diag;nb;categ;nb_categ;ponderation
T8602;6884;T86;33727;20,4
I010;48;I01;204;23,5
F0221;25;F02;26783;0,1
M360;414;M36;1138;36,4
W3409;3;W34;202;1,5
M8661;142;M86;61785;0,2
C179;6869;C17;22792;30,1
Y2998;1;Y29;64;1,6
X203;1;X20;326;0,3
S912;1258;S91;18122;6,9
E755;11754;E75;23572;49,9
S637;176;S63;15409;1,1
M1028;8;M10;66522;0,0
X8904;1;X89;22;4,5
V686;3;V68;105;2,9
T07;835;T07;835;100,0
Y356;26;Y35;336;7,7
Y0548;4;Y05;1008;0,4
C160;43117;C16;117010;36,8
T884;2329;T88;28118;8,3
E631;2657;E63;3862;68,8
V7959;1;V79;66;1,5
W462;1;W46;26;3,8
I725;291;I72;33586;0,9
F1351;4;F13;10959;0,0
G811;29966;G81;219448;13,7
O924;1767;O92;125641;1,4
W1384;2;W13;4677;0,0
X404;1;X40;1238;0,1
N759;28;N75;9847;0,3
X0402;1;X04;850;0,1
S47+0;10;S47;42;23,8
Q301;36;Q30;878;4,1
M0681;53;M06;82822;0,1
V160;9;V16;29;31,0
M671;1982;M67;14137;14,0
W819;3;W81;12;25,0
V864;1;V86;751;0,1
X0181;2;X01;139;1,4
L102;101;L10;2346;4,3
W26998;27;W26;7450;0,4
X196;6;X19;576;1,0
X8330;1;X83;1019;0,1
Z875;25467;Z87;176912;14,4
O234;3309;O23;41333;8,0
L243;24;L24;720;3,3
X9908;62;X99;3054;2,0
M7926;531;M79;143002;0,4
K710;45750;K71;58230;78,6
Z241;4;Z24;9677;0,0
W1908;4558;W19;169018;2,7
W1483;7;W14;1243;0,6
C188;9605;C18;448583;2,1
V960;5;V96;300;1,7
Y110;403;Y11;1018;39,6
W9498;2;W94;299;0,7
J684;115;J68;592;19,4
S481;32;S48;58;55,2
N643;192;N64;16675;1,2
Q370;137;Q37;3173;4,3
X471+4;12;X47;1900;0,6
W1119;1;W11;8307;0,0
W0380;7;W03;878;0,8
W3312;1;W33;127;0,8
W993;1;W99;1038;0,1
N835;3643;N83;43411;8,4
W6980;5;W69;291;1,7
I5000;106450;I50;815712;13,0
E1178;24027;E11;1664933;1,4
T174;564;T17;5630;10,0
X8108;1;X81;130;0,8
R847;74;R84;494;15,0
T8683;1057;T86;33727;3,1
X4209;169;X42;1777;9,5
F0283;77;F02;26783;0,3
G702;276;G70;21328;1,3
W3492;1;W34;202;0,5
M8612;204;M86;61785;0,3
C172;3464;C17;22792;15,2
W6489;2;W64;485;0,4
X2098;3;X20;326;0,9
N288;20141;N28;50673;39,7
O308;16;O30;18452;0,1
C675;4678;C67;306747;1,5
M1023;10;M10;66522;0,0
X8962;1;X89;22;4,5
M8721;127;M87;10803;1,2
R221;1661;R22;7580;21,9
X313;2;X31;235;0,9
Y0582;2;Y05;1008;0,2
C161;5039;C16;117010;4,3
T882;677;T88;28118;2,4
W9128;1;W91;16;6,2
V798;1;V79;66;1,5
G574;81;G57;11917;0,7
I720;6065;I72;33586;18,1
F1355;1;F13;10959;0,0
V060;5;V06;41;12,2
N843;138;N84;60515;0,2
W1364;2;W13;4677;0,0
X4001;15;X40;1238;1,2
E288;263;E28;10869;2,4
X044;4;X04;850;0,5
W392;2;W39;40;5,0
Z803;15307;Z80;224878;6,8
M0649;719;M06;82822;0,9
W9308;1;W93;30;3,3
G919;4156;G91;30379;13,7
B710;6;B71;7;85,7
V8650;21;V86;751;2,8
X0194;1;X01;139;0,7
L109;279;L10;2346;11,9
W2682;6;W26;7450;0,1
D802;794;D80;55684;1,4
X8388;4;X83;1019;0,4
V184;1579;V18;8313;19,0
B392;23;B39;254;9,1
S7221;15;S72;177899;0,0
X990;363;X99;3054;11,9
M7975;67;M79;143002;0,0
K713;212;K71;58230;0,4
K742;151;K74;74602;0,2
W2798;22;W27;832;2,6
W1409;41;W14;1243;3,3
X031;1;X03;109;0,9
V9682;1;V96;300;0,3
Y1164;1;Y11;1018;0,1
F3230;3229;F32;240419;1,3
V421;5;V42;104;4,8
T062;1;T06;1118;0,1
N641;1312;N64;16675;7,9
Q374;555;Q37;3173;17,5
X4780;12;X47;1900;0,6
O440;2780;O44;7838;35,5
C380;699;C38;11614;6,0
W3300;1;W33;127;0,8
H919;29150;H91;51968;56,1
N839;35;N83;43411;0,1
W698;117;W69;291;40,2
I5001;42422;I50;815712;5,2
T221;335;T22;5372;6,2
Z237;1583;Z23;15463;10,2
J9868;872;J98;124854;0,7
E618;227;E61;103689;0,2
H940;39;H94;76;51,3
I312;3004;I31;79363;3,8
F02011;4;F02;26783;0,0
P3609;851;P36;12770;6,7
Q444;147;Q44;6343;2,3
M869;1368;M86;61785;2,2
Z21;19406;Z21;19406;100,0
W6488;4;W64;485;0,8
X201;1;X20;326;0,3
S917;811;S91;18122;4,5
W0129;651;W01;116842;0,6
E012;17;E01;188;9,0
M1012;2;M10;66522;0,0
T382;24;T38;3570;0,7
M8731;61;M87;10803;0,6
P768;584;P76;2151;27,2
T68+8;6309;T68;8618;73,2
V252;2;V25;7;28,6
C169+8;10565;C16;117010;9,0
T883;85;T88;28118;0,3
E641;1;E64;158;0,6
V7998;1;V79;66;1,5
G575;185;G57;11917;1,6
I728;6823;I72;33586;20,3
F1331;332;F13;10959;3,0
V069;11;V06;41;26,8
O927;376;O92;125641;0,3
W1301;25;W13;4677;0,5
X4019;3;X40;1238;0,2
D235;2122;D23;17870;11,9
X0419;1;X04;850;0,1
W3998;1;W39;40;2,5
Z801;3158;Z80;224878;1,4
M0684;166;M06;82822;0,2
V164;8;V16;29;27,6
G910;2821;G91;30379;9,3
B719;1;B71;7;14,3
V8652;2;V86;751;0,3
X014;2;X01;139;1,4
G932;12547;G93;111107;11,3
W260+1;52;W26;7450;0,7
D804;292;D80;55684;0,5
X8392;1;X83;1019;0,1
V1803;2;V18;8313;0,0
E146;1513;E14;20919;7,2
L241;4;L24;720;0,6
X9949;170;X99;3054;5,6
M7916;959;M79;143002;0,7
B180;806;B18;28528;2,8
K741;106;K74;74602;0,1
W192;6156;W19;169018;3,6
B208;431;B20;3551;12,1
X0314;2;X03;109;1,8
C548;3897;C54;118086;3,3
Y1101;1;Y11;1018;0,1
Z3731;101;Z37;656928;0,0
V4201;1;V42;104;1,0
T598;676;T59;2132;31,7
G610;7503;G61;42819;17,5
G26;479;G26;479;100,0
X4718;1;X47;1900;0,1
H500;5007;H50;19373;25,8
L239;513;L23;5159;9,9
R69;53;R69;53;100,0
H911;6567;H91;51968;12,6
N834;364;N83;43411;0,8
W6908;3;W69;291;1,0
D001;875;D00;2794;31,3
I7001;232;I70;369883;0,1
H131;638;H13;1297;49,2
J9860;6103;J98;124854;4,9
T188;710;T18;13178;5,4
T8601;5369;T86;33727;15,9
I313;66942;I31;79363;84,3
F0202;2;F02;26783;0,0
W2862;4;W28;482;0,8
S111;38;S11;2433;1,6
M8656;29;M86;61785;0,0
E311;19;E31;535;3,6
W6482;2;W64;485;0,4
W840;2;W84;10;20,0
S913;8399;S91;18122;46,3
D210;825;D21;10818;7,6
C673;3557;C67;306747;1,2
M1001;91;M10;66522;0,1
T389;16;T38;3570;0,4
V6859;1;V68;105;1,0
P762;12;P76;2151;0,6
X3104;3;X31;235;1,3
T96;67;T96;67;100,0
D413;60;D41;17600;0,3
T888;6402;T88;28118;22,8
W9113;1;W91;16;6,2
V7989;1;V79;66;1,5
E40;64;E40;64;100,0
I724;9200;I72;33586;27,4
F139;36;F13;10959;0,3
V0608;2;V06;41;4,9
O925;104519;O92;125641;83,2
W1399;315;W13;4677;6,7
X4089;2;X40;1238;0,2
V536;20;V53;54;37,0
S461;1556;S46;11055;14,1
Y483;601;Y48;2323;25,9
Z8021;2;Z80;224878;0,0
M0613;36;M06;82822;0,0
W9358;1;W93;30;3,3
M679;19;M67;14137;0,1
F01112;18;F01;53534;0,0
V8609;27;V86;751;3,6
D608;446;D60;2122;21,0
G930;4385;G93;111107;3,9
Q793;357;Q79;8636;4,1
X1989;3;X19;576;0,5
X8399;55;X83;1019;5,4
V1843;11;V18;8313;0,1
V2259;5;V22;345;1,4
J418;433;J41;4721;9,2
X9958;4;X99;3054;0,1
M796;4975;M79;143002;3,5
B1809;370;B18;28528;1,3
E042;23845;E04;50668;47,1
W194;2966;W19;169018;1,8
B203;387;B20;3551;10,9
C183;24221;C18;448583;5,4
R31;136982;R31;136982;100,0
T434;447;T43;32643;1,4
F3210;9151;F32;240419;3,8
V4219;1;V42;104;1,0
T064;4;T06;1118;0,4
G14;75;G14;75;100,0
Q379;626;Q37;3173;19,7
X47908;1;X47;1900;0,1
W1109;630;W11;8307;7,6
W0389;4;W03;878;0,5
W332;4;W33;127;3,1
H918;9942;H91;51968;19,1
A925;13;A92;114;11,4
W6981;30;W69;291;10,3
S611;23745;S61;130920;18,1
C965;474;C96;3732;12,7
T172;767;T17;5630;13,6
X8189;4;X81;130;3,1
E612;10544;E61;103689;10,2
T8684;22;T86;33727;0,1
X420;789;X42;1777;44,4
F02211;1;F02;26783;0,0
P3659;45;P36;12770;0,4
O354;64;O35;17536;0,4
M8621;25;M86;61785;0,0
E318;33;E31;535;6,2
W6428;1;W64;485;0,2
X2091;2;X20;326;0,6
Y708;6;Y70;22;27,3
W012;4058;W01;116842;3,5
S935;61;S93;14592;0,4
M1024;11;M10;66522;0,0
T383;2796;T38;3570;78,3
M8795;1625;M87;10803;15,0
R229;312;R22;7580;4,1
X318;10;X31;235;4,3
Y0568;2;Y05;1008;0,2
Y585;2;Y58;447;0,4
T881;331;T88;28118;1,2
E642;3;E64;158;1,9
V7988;1;V79;66;1,5
O323;278;O32;29151;1,0
I723;5050;I72;33586;15,0
F1350;2;F13;10959;0,0
G819;78027;G81;219448;35,6
O920;190;O92;125641;0,2
W1360;1;W13;4677;0,0
X400;714;X40;1238;57,7
V534;1;V53;54;1,9
S467;112;S46;11055;1,0
Y480;80;Y48;2323;3,4
Z8002;4;Z80;224878;0,0
M0632;82;M06;82822;0,1
V1619;1;V16;29;3,4
H118;1010;H11;17014;5,9
F01921;90;F01;53534;0,2
V8601;22;V86;751;2,9
R81;332;R81;332;100,0
L104;114;L10;2346;4,9
W26094;3;W26;7450;0,0
X1924;1;X19;576;0,2
X8319;15;X83;1019;1,5
V1894;6;V18;8313;0,1
V220;19;V22;345;5,5
R53+2;187949;R53;559094;33,6
X9954;1;X99;3054;0,0
M7946;2;M79;143002;0,0
M301;2040;M30;5247;38,9
K745;682;K74;74602;0,9
W2704;6;W27;832;0,7
W1462;5;W14;1243;0,4
X0301;1;X03;109;0,9
V9600;6;V96;300;2,0
Y1138;1;Y11;1018;0,1
O212;1449;O21;15868;9,1
V4209;1;V42;104;1,0
T590;719;T59;2132;33,7
H758;29;H75;51;56,9
Q375;1063;Q37;3173;33,5
X47168;1;X47;1900;0,1
N133;27908;N13;124623;22,4
W0300;2;W03;878;0,2
S707;656;S70;37607;1,7
H913;2608;H91;51968;5,0
A924;1;A92;114;0,9
W6919;1;W69;291;0,3
F505;2706;F50;62007;4,4
E1100;1809;E11;1664933;0,1
T170;342;T17;5630;6,1
J982;2617;J98;124854;2,1
T185;1096;T18;13178;8,3
T8685;691;T86;33727;2,0
X4220;1;X42;1777;0,1
F0200;36;F02;26783;0,1
G709;333;G70;21328;1,6
W3488;2;W34;202;1,0
M8614;839;M86;61785;1,4
C170;9225;C17;22792;40,5
Y2962;1;Y29;64;1,6
O292;2;O29;140;1,4
Y703;10;Y70;22;45,5
D2140;124;D21;10818;1,1
C676;3169;C67;306747;1,0
M1032;8;M10;66522;0,0
X8999;3;X89;22;13,6
M8735;643;M87;10803;6,0
R223;1009;R22;7580;13,3
X310;160;X31;235;68,1
Y0591;1;Y05;1008;0,1
C163;12737;C16;117010;10,9
T880;50;T88;28118;0,2
M0818;69;M08;7126;1,0
V794;5;V79;66;7,6
O324;1692;O32;29151;5,8
I726;1452;I72;33586;4,3
F1373;1;F13;10959;0,0
G8100;75683;G81;219448;34,5
C089;1120;C08;4496;24,9
W1328;10;W13;4677;0,2
X4018;7;X40;1238;0,6
E280;28;E28;10869;0,3
X0484;7;X04;850;0,8
W399;12;W39;40;30,0
Z80801;180;Z80;224878;0,1
M0620;2;M06;82822;0,0
L908;1152;L90;20525;5,6
H112;235;H11;17014;1,4
F01800;649;F01;53534;1,2
W5231;1;W52;30;3,3
X0174;1;X01;139;0,7
L101;25;L10;2346;1,1
W26948;1;W26;7450;0,0
X192;14;X19;576;2,4
X8324;1;X83;1019;0,1
V1859;35;V18;8313;0,4
V2248;12;V22;345;3,5
S7211;69;S72;177899;0,0
X994;337;X99;3054;11,0
M7958;1013;M79;143002;0,7
B189;684;B18;28528;2,4
J068;1102;J06;2423;45,5
W279;157;W27;832;18,9
W149;333;W14;1243;26,8
X0384;1;X03;109;0,9
V9691;1;V96;300;0,3
Y1129;3;Y11;1018;0,3
Z3740;82;Z37;656928;0,0
W750;6;W75;14;42,9
O653;242;O65;7899;3,1
G942;656;G94;15532;4,2
Q371;272;Q37;3173;8,6
D448;803;D44;12728;6,3
E830;1265;E83;181982;0,7
W0390;5;W03;878;0,6
S708;1412;S70;37607;3,8
H912;3489;H91;51968;6,7
A922;2;A92;114;1,8
W6900;2;W69;291;0,7
F501;3184;F50;62007;5,1
I702;6;I70;369883;0,0
T171;305;T17;5630;5,4
J980;19070;J98;124854;15,3
R848;8;R84;494;1,6
P809;3654;P80;11232;32,5
X4218;14;X42;1777;0,8
R042;33557;R04;78333;42,8
W2899;90;W28;482;18,7
S119;459;S11;2433;18,9
M8608;132;M86;61785;0,2
C171;1903;C17;22792;8,3
W643;8;W64;485;1,6
X2029;1;X20;326;0,3
J00;33823;J00;33823;100,0
W0140;49;W01;116842;0,0
S930;4207;S93;14592;28,8
M103;289;M10;66522;0,4
Z129;172;Z12;8259;2,1
V6849;1;V68;105;1,0
R220;1207;R22;7580;15,9
N948;5481;N94;11782;46,5
Y0589;10;Y05;1008;1,0
D417;292;D41;17600;1,7
T886;5315;T88;28118;18,9
M0880;388;M08;7126;5,4
N310;3308;N31;37012;8,9
O325;897;O32;29151;3,1
I721;2284;I72;33586;6,8
F1326;163;F13;10959;1,5
G8101;18206;G81;219448;8,3
B744;1;B74;113;0,9
W1322;7;W13;4677;0,1
X4008;41;X40;1238;3,3
V5358;2;V53;54;3,7
X0489;8;X04;850;0,9
S47+8;32;S47;42;76,2
Z8001;2607;Z80;224878;1,2
M068;2459;M06;82822;3,0
L900;2834;L90;20525;13,8
O152;320;O15;664;48,2
H048;462;H04;11520;4,0
V865;119;V86;751;15,8
X0184;1;X01;139;0,7
G939;396;G93;111107;0,4
W268+8;62;W26;7450;0,8
X1991;1;X19;576;0,2
X8348;5;X83;1019;0,5
Z8742;742;Z87;176912;0,4
Q361;18;Q36;696;2,6
S7210;54198;S72;177899;30,5
X9998;40;X99;3054;1,3
M7988;368;M79;143002;0,3
B188;521;B18;28528;1,8
K743;3050;K74;74602;4,1
W2772;4;W27;832;0,5
W1481;6;W14;1243;0,5
T981;326;T98;1663;19,6
C540;694;C54;118086;0,6
Y1139;1;Y11;1018;0,1
W943;91;W94;299;30,4
V4208;1;V42;104;1,0
O650;52;O65;7899;0,7
G948;745;G94;15532;4,8
V672;1;V67;56;1,8
X47929;1;X47;1900;0,1
N131;13038;N13;124623;10,5
W0348;7;W03;878;0,8
W3383;1;W33;127;0,8
W991;937;W99;1038;90,3
A920;27;A92;114;23,7
W699;46;W69;291;15,8
S617;6950;S61;130920;5,3
C968;215;C96;3732;5,8
Z234;2;Z23;15463;0,0
X8149;8;X81;130;6,2
T180;170;T18;13178;1,3
T08+1;1;T08;133;0,8
I311;1103;I31;79363;1,4
L86;209;L86;209;100,0
J860;3594;J86;11656;30,8
O356;8;O35;17536;0,0
M8659;2;M86;61785;0,0
C173;63;C17;22792;0,3
W6498;4;W64;485;0,8
X2001;9;X20;326;2,8
B54;791;B54;791;100,0
W0138;41;W01;116842;0,0
S634;2599;S63;15409;16,9
M1018;1;M10;66522;0,0
Z123;34;Z12;8259;0,4
M8738;447;M87;10803;4,1
R227;185;R22;7580;2,4
X3182;1;X31;235;0,4
Y0503;1;Y05;1008;0,1
J108;14358;J10;68206;21,1
T885;4717;T88;28118;16,8
M081;277;M08;7126;3,9
N319;7838;N31;37012;21,2
O326;251;O32;29151;0,9
I729;258;I72;33586;0,8
F13240;805;F13;10959;7,3
V0609;3;V06;41;7,3
C081;160;C08;4496;3,6
W1323;5;W13;4677;0,1
X405;1;X40;1238;0,1
R030;11151;R03;40639;27,4
X0443;1;X04;850;0,1
Y482;690;Y48;2323;29,7
Z80880;188;Z80;224878;0,1
M0636;9;M06;82822;0,0
V1601;1;V16;29;3,4
S130;114;S13;4438;2,6
F01331;302;F01;53534;0,6
W5280;1;W52;30;3,3
D601;493;D60;2122;23,2
G933;1123;G93;111107;1,0
W26083;3;W26;7450;0,0
S501;3857;S50;17431;22,1
X8304;2;X83;1019;0,2
Z8780;1527;Z87;176912;0,9
O232;36;O23;41333;0,1
L00;143;L00;143;100,0
O071;445;O07;3096;14,4
M7972;8;M79;143002;0,0
B1810;308;B18;28528;1,1
Z246;8498;Z24;9677;87,8
W1911;33;W19;169018;0,0
W1451;3;W14;1243;0,2
X0308;3;X03;109;2,8
V968;88;V96;300;29,3
Y116;1;Y11;1018;0,1
Z3710;3465;Z37;656928;0,5
V423;2;V42;104;1,9
T593;27;T59;2132;1,3
G611;134;G61;42819;0,3
V6759;7;V67;56;12,5
X4719;1;X47;1900;0,1
E838;326;E83;181982;0,2
C382;495;C38;11614;4,3
A803;15;A80;46;32,6
W9999;64;W99;1038;6,2
A928;29;A92;114;25,4
W691;1;W69;291;0,3
I5011;53975;I50;815712;6,6
E11;4;E11;1664933;0,0
Z235;848;Z23;15463;5,5
M9010;1;M90;11738;0,0
M2389;394;M23;152086;0,3
N40;177480;N40;177480;100,0
X4282;1;X42;1777;0,1
F0232;332;F02;26783;1,2
W2888;8;W28;482;1,7
D24;13213;D24;13213;100,0
M866;701;M86;61785;1,1
E319;13;E31;535;2,4
W6439;4;W64;485;0,8
O296;2;O29;140;1,4
L923;1118;L92;3105;36,0
W0158;65;W01;116842;0,1
H619;26;H61;11297;0,2
L301;614;L30;51679;1,2
Z126;52;Z12;8259;0,6
M8728;40;M87;10803;0,4
R224;1187;R22;7580;15,7
Y352;2;Y35;336;0,6
Y052;30;Y05;1008;3,0
J100;33879;J10;68206;49,7
T887;7204;T88;28118;25,6
M088;155;M08;7126;2,2
V799;21;V79;66;31,8
O329;128;O32;29151;0,4
I722;2163;I72;33586;6,4
F1323;11;F13;10959;0,1
V0618;4;V06;41;9,8
B743;35;B74;113;31,0
W1383;9;W13;4677;0,2
W5559;2;W55;5997;0,0
D237;2128;D23;17870;11,9
X0451;1;X04;850;0,1
Z292;67601;Z29;673013;10,0
Q309;51;Q30;878;5,8
K510;8732;K51;139818;6,2
L903;1;L90;20525;0,0
O150;206;O15;664;31,0
F01132;20;F01;53534;0,0
A852;2;A85;494;0,4
A240;1;A24;36;2,8
Y728;6;Y72;18;33,3
Q860;416;Q86;456;91,2
D803;2719;D80;55684;4,9
X8308;22;X83;1019;2,2
V180;907;V18;8313;10,9
O231;2628;O23;41333;6,4
J411;1784;J41;4721;37,8
X9992;3;X99;3054;0,1
M7913;25;M79;143002;0,0
M302;1;M30;5247;0,0
E049;4937;E04;50668;9,7
W1954;3;W19;169018;0,0
W147;3;W14;1243;0,2
X0398;2;X03;109;1,8
V9698;3;V96;300;1,0
T234;26;T23;6211;0,4
F329;108195;F32;240419;45,0
V429;4;V42;104;3,8
T595;1;T59;2132;0,0
G619;3443;G61;42819;8,0
J301;8687;J30;15276;56,9
X47418;1;X47;1900;0,1
W1100;8;W11;8307;0,1
W0391;4;W03;878;0,5
W3391;3;W33;127;2,4
H521;4571;H52;8581;53,3
A929;8;A92;114;7,0
W6999;4;W69;291;1,4
G721;49;G72;9319;0,5
I7091;309;I70;369883;0,1
T178;792;T17;5630;14,1
M9045;326;M90;11738;2,8
M2395;12;M23;152086;0,0
D62;123827;D62;123827;100,0
I310;123;I31;79363;0,2
F02111;1;F02;26783;0,0
W2804;8;W28;482;1,7
O351;3355;O35;17536;19,1
M8641;46;M86;61785;0,1
E310;470;E31;535;87,9
W648;8;W64;485;1,6
X2000;2;X20;326;0,6
P781;126;P78;9097;1,4
W0152;14;W01;116842;0,0
C677;422;C67;306747;0,1
M1043;56;M10;66522;0,1
F488;1111;F48;1778;62,5
M8712;3;M87;10803;0,0
P760;287;P76;2151;13,3
X3188;1;X31;235;0,4
A950;3;A95;9;33,3
J101;19969;J10;68206;29,3
H038;82;H03;244;33,6
M0832;1;M08;7126;0,0
V793;4;V79;66;6,1
O322;2637;O32;29151;9,0
X3884;2;X38;87;2,3
F1303;19;F13;10959;0,2
B384;1;B38;20;5,0
B742;2;B74;113;1,8
W137;19;W13;4677;0,4
W4044;1;W40;168;0,6
D232;1122;D23;17870;6,3
X0482;3;X04;850;0,4
Y481;207;Y48;2323;8,9
Q303;1;Q30;878;0,1
M0641;114;M06;82822;0,1
L901;1;L90;20525;0,0
M670;736;M67;14137;5,2
F01801;1004;F01;53534;1,9
V8698;7;V86;751;0,9
X011;3;X01;139;2,2
Y721;2;Y72;18;11,1
W26849;3;W26;7450;0,0
X199;158;X19;576;27,4
X838;52;X83;1019;5,1
V1849;336;V18;8313;4,0
B394;9;B39;254;3,5
L247;6;L24;720;0,8
X9904;9;X99;3054;0,3
M7998;3;M79;143002;0,0
B1819;3441;B18;28528;12,1
Z243;11;Z24;9677;0,1
